,soc
6145,1.46
6146,1.46
6147,1.46
6148,1.46
6149,1.46
6150,1.46
6151,1.46
6152,1.46
6153,1.46
6154,1.46
6155,1.46
6156,1.46
6157,1.46
6158,1.46
6159,1.46
6160,1.46
6161,1.46
6162,1.46
6163,1.46
6164,1.46
6165,1.46
6166,1.46
6167,1.46
6168,1.46
6169,1.46
6170,1.46
6171,1.46
6172,1.46
6173,1.46
6174,1.45
6175,1.45
6176,1.45
6177,1.45
6178,1.45
6179,1.45
6180,1.45
6181,1.45
6182,1.45
6183,1.45
6184,1.45
6185,1.45
6186,1.45
6187,1.45
6188,1.45
6189,1.45
6190,1.45
6191,1.45
6192,1.45
6193,1.45
6194,1.45
6195,1.45
6196,1.45
6197,1.45
6198,1.45
6199,1.45
6200,1.45
6201,1.45
6202,1.45
6203,1.45
6204,1.45
6205,1.45
6206,1.45
6207,1.45
6208,1.45
6209,1.45
6210,1.45
6211,1.45
6212,1.45
6213,1.45
6214,1.44
6215,1.44
6216,1.44
6217,1.44
6218,1.44
6219,1.44
6220,1.44
6221,1.44
6222,1.44
6223,1.44
6224,1.44
6225,1.44
6226,1.44
6227,1.44
6228,1.44
6229,1.44
6230,1.44
6231,1.44
6232,1.44
6233,1.44
6234,1.44
6235,1.44
6236,1.44
6237,1.44
6238,1.44
6239,1.44
6240,1.44
6241,1.44
6242,1.44
6243,1.44
6244,1.44
6245,1.44
6246,1.44
6247,1.44
6248,1.44
6249,1.44
6250,1.44
6251,1.44
6252,1.44
6253,1.43
6254,1.43
6255,1.43
6256,1.43
6257,1.43
6258,1.43
6259,1.43
6260,1.43
6261,1.43
6262,1.43
6263,1.43
6264,1.43
6265,1.43
6266,1.43
6267,1.43
6268,1.43
6269,1.43
6270,1.43
6271,1.43
6272,1.43
6273,1.43
6274,1.43
6275,1.43
6276,1.43
6277,1.43
6278,1.43
6279,1.43
6280,1.43
6281,1.43
6282,1.43
6283,1.43
6284,1.43
6285,1.43
6286,1.43
6287,1.43
6288,1.43
6289,1.43
6290,1.43
6291,1.43
6292,1.43
6293,1.43
6294,1.43
6295,1.43
6296,1.42
6297,1.42
6298,1.42
6299,1.42
6300,1.42
6301,1.42
6302,1.42
6303,1.42
6304,1.42
6305,1.42
6306,1.42
6307,1.42
6308,1.42
6309,1.42
6310,1.42
6311,1.42
6312,1.42
6313,1.42
6314,1.42
6315,1.42
6316,1.42
6317,1.42
6318,1.42
6319,1.42
6320,1.42
6321,1.42
6322,1.42
6323,1.42
6324,1.42
6325,1.42
6326,1.42
6327,1.42
6328,1.42
6329,1.42
6330,1.42
6331,1.42
6332,1.42
6333,1.42
6334,1.42
6335,1.42
6336,1.41
6337,1.41
6338,1.41
6339,1.41
6340,1.41
6341,1.41
6342,1.41
6343,1.41
6344,1.41
6345,1.41
6346,1.41
6347,1.41
6348,1.41
6349,1.41
6350,1.41
6351,1.41
6352,1.41
6353,1.41
6354,1.41
6355,1.41
6356,1.41
6357,1.41
6358,1.41
6359,1.41
6360,1.41
6361,1.41
6362,1.41
6363,1.41
6364,1.41
6365,1.41
6366,1.41
6367,1.41
6368,1.41
6369,1.41
6370,1.41
6371,1.41
6372,1.4
6373,1.4
6374,1.4
6375,1.4
6376,1.4
6377,1.4
6378,1.4
6379,1.4
6380,1.4
6381,1.4
6382,1.4
6383,1.4
6384,1.4
6385,1.4
6386,1.4
6387,1.4
6388,1.4
6389,1.4
6390,1.4
6391,1.4
6392,1.4
6393,1.4
6394,1.4
6395,1.4
6396,1.4
6397,1.4
6398,1.4
6399,1.4
6400,1.4
6401,1.4
6402,1.4
6403,1.4
6404,1.4
6405,1.4
6406,1.4
6407,1.4
6408,1.39
6409,1.39
6410,1.39
6411,1.39
6412,1.39
6413,1.39
6414,1.39
6415,1.39
6416,1.39
6417,1.39
6418,1.39
6419,1.39
6420,1.39
6421,1.39
6422,1.39
6423,1.39
6424,1.39
6425,1.39
6426,1.39
6427,1.39
6428,1.39
6429,1.39
6430,1.39
6431,1.39
6432,1.39
6433,1.39
6434,1.39
6435,1.39
6436,1.39
6437,1.39
6438,1.39
6439,1.39
6440,1.39
6441,1.38
6442,1.38
6443,1.38
6444,1.38
6445,1.38
6446,1.38
6447,1.38
6448,1.38
6449,1.38
6450,1.38
6451,1.38
6452,1.38
6453,1.38
6454,1.38
6455,1.38
6456,1.38
6457,1.38
6458,1.38
6459,1.38
6460,1.38
6461,1.38
6462,1.38
6463,1.38
6464,1.38
6465,1.38
6466,1.38
6467,1.38
6468,1.38
6469,1.38
6470,1.38
6471,1.38
6472,1.38
6473,1.38
6474,1.38
6475,1.38
6476,1.38
6477,1.38
6478,1.38
6479,1.38
6480,1.38
6481,1.38
6482,1.38
6483,1.38
6484,1.38
6485,1.38
6486,1.38
6487,1.38
6488,1.38
6489,1.38
6490,1.38
6491,1.38
6492,1.37
6493,1.37
6494,1.37
6495,1.37
6496,1.37
6497,1.37
6498,1.37
6499,1.37
6500,1.37
6501,1.37
6502,1.37
6503,1.37
6504,1.37
6505,1.37
6506,1.37
6507,1.37
6508,1.37
6509,1.37
6510,1.37
6511,1.37
6512,1.37
6513,1.37
6514,1.37
6515,1.37
6516,1.37
6517,1.37
6518,1.37
6519,1.37
6520,1.37
6521,1.37
6522,1.37
6523,1.37
6524,1.37
6525,1.37
6526,1.37
6527,1.37
6528,1.37
6529,1.37
6530,1.37
6531,1.36
6532,1.36
6533,1.36
6534,1.36
6535,1.36
6536,1.36
6537,1.36
6538,1.36
6539,1.36
6540,1.36
6541,1.36
6542,1.36
6543,1.36
6544,1.36
6545,1.36
6546,1.36
6547,1.36
6548,1.36
6549,1.36
6550,1.36
6551,1.36
6552,1.36
6553,1.36
6554,1.36
6555,1.36
6556,1.36
6557,1.36
6558,1.36
6559,1.36
6560,1.36
6561,1.36
6562,1.36
6563,1.36
6564,1.36
6565,1.36
6566,1.36
6567,1.36
6568,1.36
6569,1.36
6570,1.36
6571,1.36
6572,1.35
6573,1.35
6574,1.35
6575,1.35
6576,1.35
6577,1.35
6578,1.35
6579,1.35
6580,1.35
6581,1.35
6582,1.35
6583,1.35
6584,1.35
6585,1.35
6586,1.35
6587,1.35
6588,1.35
6589,1.35
6590,1.35
6591,1.35
6592,1.35
6593,1.35
6594,1.35
6595,1.35
6596,1.35
6597,1.35
6598,1.35
6599,1.35
6600,1.35
6601,1.34
6602,1.34
6603,1.34
6604,1.34
6605,1.34
6606,1.34
6607,1.34
6608,1.34
6609,1.34
6610,1.34
6611,1.34
6612,1.34
6613,1.34
6614,1.34
6615,1.34
6616,1.34
6617,1.34
6618,1.34
6619,1.34
6620,1.34
6621,1.34
6622,1.34
6623,1.34
6624,1.34
6625,1.34
6626,1.34
6627,1.34
6628,1.34
6629,1.34
6630,1.34
6631,1.34
6632,1.34
6633,1.34
6634,1.34
6635,1.34
6636,1.34
6637,1.34
6638,1.34
6639,1.33
6640,1.33
6641,1.33
6642,1.33
6643,1.33
6644,1.33
6645,1.33
6646,1.33
6647,1.33
6648,1.33
6649,1.33
6650,1.33
6651,1.33
6652,1.33
6653,1.33
6654,1.33
6655,1.33
6656,1.33
6657,1.33
6658,1.33
6659,1.33
6660,1.33
6661,1.33
6662,1.33
6663,1.33
6664,1.33
6665,1.33
6666,1.33
6667,1.33
6668,1.33
6669,1.33
6670,1.33
6671,1.33
6672,1.33
6673,1.33
6674,1.33
6675,1.33
6676,1.33
6677,1.33
6678,1.33
6679,1.33
6680,1.33
6681,1.33
6682,1.33
6683,1.33
6684,1.33
6685,1.33
6686,1.33
6687,1.33
6688,1.33
6689,1.32
6690,1.32
6691,1.32
6692,1.32
6693,1.32
6694,1.32
6695,1.32
6696,1.32
6697,1.32
6698,1.32
6699,1.32
6700,1.32
6701,1.32
6702,1.32
6703,1.32
6704,1.32
6705,1.32
6706,1.32
6707,1.32
6708,1.32
6709,1.32
6710,1.32
6711,1.32
6712,1.32
6713,1.32
6714,1.32
6715,1.32
6716,1.32
6717,1.32
6718,1.32
6719,1.32
6720,1.32
6721,1.32
6722,1.32
6723,1.32
6724,1.32
6725,1.32
6726,1.32
6727,1.32
6728,1.32
6729,1.32
6730,1.32
6731,1.32
6732,1.32
6733,1.32
6734,1.32
6735,1.32
6736,1.31
6737,1.31
6738,1.31
6739,1.31
6740,1.31
6741,1.31
6742,1.31
6743,1.31
6744,1.31
6745,1.31
6746,1.31
6747,1.31
6748,1.31
6749,1.31
6750,1.31
6751,1.31
6752,1.31
6753,1.31
6754,1.31
6755,1.31
6756,1.31
6757,1.31
6758,1.31
6759,1.31
6760,1.31
6761,1.31
6762,1.31
6763,1.31
6764,1.31
6765,1.31
6766,1.31
6767,1.31
6768,1.31
6769,1.31
6770,1.31
6771,1.31
6772,1.31
6773,1.31
6774,1.31
6775,1.3
6776,1.3
6777,1.3
6778,1.3
6779,1.3
6780,1.3
6781,1.3
6782,1.3
6783,1.3
6784,1.3
6785,1.3
6786,1.3
6787,1.3
6788,1.3
6789,1.3
6790,1.3
6791,1.3
6792,1.3
6793,1.3
6794,1.3
6795,1.3
6796,1.3
6797,1.3
6798,1.3
6799,1.3
6800,1.3
6801,1.3
6802,1.3
6803,1.3
6804,1.3
6805,1.3
6806,1.3
6807,1.3
6808,1.3
6809,1.3
6810,1.3
6811,1.3
6812,1.3
6813,1.3
6814,1.3
6815,1.3
6816,1.3
6817,1.3
6818,1.29
6819,1.29
6820,1.29
6821,1.29
6822,1.29
6823,1.29
6824,1.29
6825,1.29
6826,1.29
6827,1.29
6828,1.29
6829,1.29
6830,1.29
6831,1.29
6832,1.29
6833,1.29
6834,1.29
6835,1.29
6836,1.29
6837,1.29
6838,1.29
6839,1.29
6840,1.29
6841,1.29
6842,1.29
6843,1.29
6844,1.29
6845,1.29
6846,1.29
6847,1.29
6848,1.29
6849,1.29
6850,1.29
6851,1.29
6852,1.29
6853,1.29
6854,1.29
6855,1.28
6856,1.28
6857,1.28
6858,1.28
6859,1.28
6860,1.28
6861,1.28
6862,1.28
6863,1.28
6864,1.28
6865,1.28
6866,1.28
6867,1.28
6868,1.28
6869,1.28
6870,1.28
6871,1.28
6872,1.28
6873,1.28
6874,1.28
6875,1.28
6876,1.28
6877,1.28
6878,1.28
6879,1.28
6880,1.28
6881,1.28
6882,1.28
6883,1.28
6884,1.28
6885,1.28
6886,1.28
6887,1.28
6888,1.28
6889,1.28
6890,1.28
6891,1.28
6892,1.28
6893,1.28
6894,1.28
6895,1.28
6896,1.27
6897,1.27
6898,1.27
6899,1.27
6900,1.27
6901,1.27
6902,1.27
6903,1.27
6904,1.27
6905,1.27
6906,1.27
6907,1.27
6908,1.27
6909,1.27
6910,1.27
6911,1.27
6912,1.27
6913,1.27
6914,1.27
6915,1.27
6916,1.27
6917,1.27
6918,1.27
6919,1.27
6920,1.27
6921,1.27
6922,1.27
6923,1.27
6924,1.27
6925,1.27
6926,1.26
6927,1.26
6928,1.26
6929,1.26
6930,1.26
6931,1.26
6932,1.26
6933,1.26
6934,1.26
6935,1.26
6936,1.26
6937,1.26
6938,1.26
6939,1.26
6940,1.26
6941,1.26
6942,1.26
6943,1.26
6944,1.26
6945,1.26
6946,1.26
6947,1.26
6948,1.26
6949,1.26
6950,1.26
6951,1.26
6952,1.26
6953,1.26
6954,1.26
6955,1.26
6956,1.26
6957,1.26
6958,1.26
6959,1.26
6960,1.26
6961,1.26
6962,1.26
6963,1.26
6964,1.26
6965,1.26
6966,1.26
6967,1.26
6968,1.26
6969,1.26
6970,1.26
6971,1.26
6972,1.26
6973,1.26
6974,1.26
6975,1.26
6976,1.26
6977,1.26
6978,1.26
6979,1.26
6980,1.25
6981,1.25
6982,1.25
6983,1.25
6984,1.25
6985,1.25
6986,1.25
6987,1.25
6988,1.25
6989,1.25
6990,1.25
6991,1.25
6992,1.25
6993,1.25
6994,1.25
6995,1.25
6996,1.25
6997,1.25
6998,1.25
6999,1.25
7000,1.25
7001,1.25
7002,1.25
7003,1.25
7004,1.25
7005,1.25
7006,1.25
7007,1.25
7008,1.25
7009,1.25
7010,1.25
7011,1.25
7012,1.25
7013,1.25
7014,1.24
7015,1.24
7016,1.24
7017,1.24
7018,1.24
7019,1.24
7020,1.24
7021,1.24
7022,1.24
7023,1.24
7024,1.24
7025,1.24
7026,1.24
7027,1.24
7028,1.24
7029,1.24
7030,1.24
7031,1.24
7032,1.24
7033,1.24
7034,1.24
7035,1.24
7036,1.24
7037,1.24
7038,1.24
7039,1.24
7040,1.24
7041,1.24
7042,1.24
7043,1.24
7044,1.24
7045,1.24
7046,1.24
7047,1.24
7048,1.24
7049,1.24
7050,1.24
7051,1.24
7052,1.24
7053,1.24
7054,1.24
7055,1.24
7056,1.24
7057,1.24
7058,1.24
7059,1.24
7060,1.24
7061,1.24
7062,1.24
7063,1.24
7064,1.24
7065,1.24
7066,1.24
7067,1.24
7068,1.24
7069,1.23
7070,1.23
7071,1.23
7072,1.23
7073,1.23
7074,1.23
7075,1.23
7076,1.23
7077,1.23
7078,1.23
7079,1.23
7080,1.23
7081,1.23
7082,1.23
7083,1.23
7084,1.23
7085,1.23
7086,1.23
7087,1.23
7088,1.23
7089,1.23
7090,1.23
7091,1.23
7092,1.23
7093,1.23
7094,1.23
7095,1.23
7096,1.23
7097,1.23
7098,1.23
7099,1.23
7100,1.23
7101,1.23
7102,1.23
7103,1.23
7104,1.23
7105,1.22
7106,1.22
7107,1.22
7108,1.22
7109,1.22
7110,1.22
7111,1.22
7112,1.22
7113,1.22
7114,1.22
7115,1.22
7116,1.22
7117,1.22
7118,1.22
7119,1.22
7120,1.22
7121,1.22
7122,1.22
7123,1.22
7124,1.22
7125,1.22
7126,1.22
7127,1.22
7128,1.22
7129,1.22
7130,1.22
7131,1.22
7132,1.22
7133,1.22
7134,1.22
7135,1.22
7136,1.22
7137,1.22
7138,1.22
7139,1.22
7140,1.22
7141,1.22
7142,1.22
7143,1.22
7144,1.21
7145,1.21
7146,1.21
7147,1.21
7148,1.21
7149,1.21
7150,1.21
7151,1.21
7152,1.21
7153,1.21
7154,1.21
7155,1.21
7156,1.21
7157,1.21
7158,1.21
7159,1.21
7160,1.21
7161,1.21
7162,1.21
7163,1.21
7164,1.21
7165,1.21
7166,1.21
7167,1.21
7168,1.21
7169,1.21
7170,1.21
7171,1.21
7172,1.21
7173,1.21
7174,1.21
7175,1.21
7176,1.21
7177,1.21
7178,1.21
7179,1.21
7180,1.21
7181,1.21
7182,1.21
7183,1.21
7184,1.21
7185,1.21
7186,1.21
7187,1.2
7188,1.2
7189,1.2
7190,1.2
7191,1.2
7192,1.2
7193,1.2
7194,1.2
7195,1.2
7196,1.2
7197,1.2
7198,1.2
7199,1.2
7200,1.2
7201,1.2
7202,1.2
7203,1.2
7204,1.2
7205,1.2
7206,1.2
7207,1.2
7208,1.2
7209,1.2
7210,1.2
7211,1.2
7212,1.2
7213,1.2
7214,1.2
7215,1.2
7216,1.2
7217,1.2
7218,1.2
7219,1.2
7220,1.2
7221,1.2
7222,1.2
7223,1.2
7224,1.2
7225,1.2
7226,1.19
7227,1.19
7228,1.19
7229,1.19
7230,1.19
7231,1.19
7232,1.19
7233,1.19
7234,1.19
7235,1.19
7236,1.19
7237,1.19
7238,1.19
7239,1.19
7240,1.19
7241,1.19
7242,1.19
7243,1.19
7244,1.19
7245,1.19
7246,1.19
7247,1.19
7248,1.19
7249,1.19
7250,1.19
7251,1.19
7252,1.19
7253,1.19
7254,1.19
7255,1.19
7256,1.19
7257,1.19
7258,1.19
7259,1.19
7260,1.19
7261,1.19
7262,1.19
7263,1.19
7264,1.19
7265,1.19
7266,1.19
7267,1.19
7268,1.19
7269,1.19
7270,1.19
7271,1.19
7272,1.19
7273,1.19
7274,1.19
7275,1.19
7276,1.18
7277,1.18
7278,1.18
7279,1.18
7280,1.18
7281,1.18
7282,1.18
7283,1.18
7284,1.18
7285,1.18
7286,1.18
7287,1.18
7288,1.18
7289,1.18
7290,1.18
7291,1.18
7292,1.18
7293,1.18
7294,1.18
7295,1.18
7296,1.18
7297,1.18
7298,1.18
7299,1.18
7300,1.18
7301,1.18
7302,1.18
7303,1.18
7304,1.18
7305,1.18
7306,1.18
7307,1.18
7308,1.18
7309,1.18
7310,1.18
7311,1.18
7312,1.18
7313,1.18
7314,1.18
7315,1.18
7316,1.18
7317,1.17
7318,1.17
7319,1.17
7320,1.17
7321,1.17
7322,1.17
7323,1.17
7324,1.17
7325,1.17
7326,1.17
7327,1.17
7328,1.17
7329,1.17
7330,1.17
7331,1.17
7332,1.17
7333,1.17
7334,1.17
7335,1.17
7336,1.17
7337,1.17
7338,1.17
7339,1.17
7340,1.17
7341,1.17
7342,1.17
7343,1.17
7344,1.17
7345,1.17
7346,1.17
7347,1.17
7348,1.17
7349,1.17
7350,1.17
7351,1.17
7352,1.17
7353,1.17
7354,1.17
7355,1.17
7356,1.17
7357,1.17
7358,1.17
7359,1.17
7360,1.17
7361,1.17
7362,1.17
7363,1.17
7364,1.17
7365,1.16
7366,1.16
7367,1.16
7368,1.16
7369,1.16
7370,1.16
7371,1.16
7372,1.16
7373,1.16
7374,1.16
7375,1.16
7376,1.16
7377,1.16
7378,1.16
7379,1.16
7380,1.16
7381,1.16
7382,1.16
7383,1.16
7384,1.16
7385,1.16
7386,1.16
7387,1.16
7388,1.16
7389,1.16
7390,1.16
7391,1.16
7392,1.16
7393,1.16
7394,1.16
7395,1.16
7396,1.16
7397,1.16
7398,1.16
7399,1.16
7400,1.16
7401,1.16
7402,1.16
7403,1.16
7404,1.16
7405,1.16
7406,1.16
7407,1.16
7408,1.16
7409,1.16
7410,1.16
7411,1.16
7412,1.16
7413,1.15
7414,1.15
7415,1.15
7416,1.15
7417,1.15
7418,1.15
7419,1.15
7420,1.15
7421,1.15
7422,1.15
7423,1.15
7424,1.15
7425,1.15
7426,1.15
7427,1.15
7428,1.15
7429,1.15
7430,1.15
7431,1.15
7432,1.15
7433,1.15
7434,1.15
7435,1.15
7436,1.15
7437,1.15
7438,1.15
7439,1.15
7440,1.15
7441,1.15
7442,1.15
7443,1.15
7444,1.15
7445,1.15
7446,1.15
7447,1.15
7448,1.15
7449,1.15
7450,1.15
7451,1.15
7452,1.15
7453,1.15
7454,1.15
7455,1.15
7456,1.15
7457,1.15
7458,1.15
7459,1.15
7460,1.15
7461,1.15
7462,1.14
7463,1.14
7464,1.14
7465,1.14
7466,1.14
7467,1.14
7468,1.14
7469,1.14
7470,1.14
7471,1.14
7472,1.14
7473,1.14
7474,1.14
7475,1.14
7476,1.14
7477,1.14
7478,1.14
7479,1.14
7480,1.14
7481,1.14
7482,1.14
7483,1.14
7484,1.14
7485,1.14
7486,1.14
7487,1.14
7488,1.14
7489,1.14
7490,1.14
7491,1.14
7492,1.14
7493,1.14
7494,1.14
7495,1.14
7496,1.14
7497,1.14
7498,1.14
7499,1.14
7500,1.14
7501,1.14
7502,1.14
7503,1.14
7504,1.14
7505,1.14
7506,1.14
7507,1.14
7508,1.14
7509,1.14
7510,1.14
7511,1.13
7512,1.13
7513,1.13
7514,1.13
7515,1.13
7516,1.13
7517,1.13
7518,1.13
7519,1.13
7520,1.13
7521,1.13
7522,1.13
7523,1.13
7524,1.13
7525,1.13
7526,1.13
7527,1.13
7528,1.13
7529,1.13
7530,1.13
7531,1.13
7532,1.13
7533,1.13
7534,1.13
7535,1.13
7536,1.13
7537,1.13
7538,1.13
7539,1.13
7540,1.13
7541,1.13
7542,1.13
7543,1.13
7544,1.13
7545,1.13
7546,1.13
7547,1.13
7548,1.13
7549,1.13
7550,1.13
7551,1.13
7552,1.13
7553,1.13
7554,1.13
7555,1.13
7556,1.13
7557,1.13
7558,1.13
7559,1.13
7560,1.12
7561,1.12
7562,1.12
7563,1.12
7564,1.12
7565,1.12
7566,1.12
7567,1.12
7568,1.12
7569,1.12
7570,1.12
7571,1.12
7572,1.12
7573,1.12
7574,1.12
7575,1.12
7576,1.12
7577,1.12
7578,1.12
7579,1.12
7580,1.12
7581,1.12
7582,1.12
7583,1.12
7584,1.12
7585,1.12
7586,1.12
7587,1.12
7588,1.12
7589,1.12
7590,1.12
7591,1.12
7592,1.12
7593,1.12
7594,1.12
7595,1.12
7596,1.12
7597,1.12
7598,1.11
7599,1.11
7600,1.11
7601,1.11
7602,1.11
7603,1.11
7604,1.11
7605,1.11
7606,1.11
7607,1.11
7608,1.11
7609,1.11
7610,1.11
7611,1.11
7612,1.11
7613,1.11
7614,1.11
7615,1.11
7616,1.11
7617,1.11
7618,1.11
7619,1.11
7620,1.11
7621,1.11
7622,1.11
7623,1.11
7624,1.11
7625,1.11
7626,1.11
7627,1.11
7628,1.11
7629,1.11
7630,1.11
7631,1.11
7632,1.11
7633,1.11
7634,1.11
7635,1.11
7636,1.11
7637,1.11
7638,1.11
7639,1.11
7640,1.11
7641,1.11
7642,1.11
7643,1.11
7644,1.11
7645,1.11
7646,1.11
7647,1.11
7648,1.11
7649,1.11
7650,1.11
7651,1.11
7652,1.11
7653,1.11
7654,1.11
7655,1.11
7656,1.1
7657,1.1
7658,1.1
7659,1.1
7660,1.1
7661,1.1
7662,1.1
7663,1.1
7664,1.1
7665,1.1
7666,1.1
7667,1.1
7668,1.1
7669,1.1
7670,1.1
7671,1.1
7672,1.1
7673,1.1
7674,1.1
7675,1.1
7676,1.1
7677,1.1
7678,1.1
7679,1.1
7680,1.1
7681,1.1
7682,1.1
7683,1.1
7684,1.1
7685,1.1
7686,1.1
7687,1.1
7688,1.1
7689,1.1
7690,1.1
7691,1.1
7692,1.1
7693,1.1
7694,1.1
7695,1.09
7696,1.09
7697,1.09
7698,1.09
7699,1.09
7700,1.09
7701,1.09
7702,1.09
7703,1.09
7704,1.09
7705,1.09
7706,1.09
7707,1.09
7708,1.09
7709,1.09
7710,1.09
7711,1.09
7712,1.09
7713,1.09
7714,1.09
7715,1.09
7716,1.09
7717,1.09
7718,1.09
7719,1.09
7720,1.09
7721,1.09
7722,1.09
7723,1.09
7724,1.09
7725,1.09
7726,1.09
7727,1.09
7728,1.09
7729,1.09
7730,1.09
7731,1.09
7732,1.09
7733,1.09
7734,1.09
7735,1.09
7736,1.09
7737,1.09
7738,1.09
7739,1.09
7740,1.09
7741,1.09
7742,1.09
7743,1.08
7744,1.08
7745,1.08
7746,1.08
7747,1.08
7748,1.08
7749,1.08
7750,1.08
7751,1.08
7752,1.08
7753,1.08
7754,1.08
7755,1.08
7756,1.08
7757,1.08
7758,1.08
7759,1.08
7760,1.08
7761,1.08
7762,1.08
7763,1.08
7764,1.08
7765,1.08
7766,1.08
7767,1.08
7768,1.08
7769,1.08
7770,1.08
7771,1.08
7772,1.08
7773,1.08
7774,1.08
7775,1.08
7776,1.08
7777,1.08
7778,1.08
7779,1.08
7780,1.08
7781,1.07
7782,1.07
7783,1.07
7784,1.07
7785,1.07
7786,1.07
7787,1.07
7788,1.07
7789,1.07
7790,1.07
7791,1.07
7792,1.07
7793,1.07
7794,1.07
7795,1.07
7796,1.07
7797,1.07
7798,1.07
7799,1.07
7800,1.07
7801,1.07
7802,1.07
7803,1.07
7804,1.07
7805,1.07
7806,1.07
7807,1.07
7808,1.07
7809,1.07
7810,1.07
7811,1.07
7812,1.07
7813,1.07
7814,1.07
7815,1.07
7816,1.07
7817,1.07
7818,1.07
7819,1.07
7820,1.07
7821,1.07
7822,1.07
7823,1.07
7824,1.07
7825,1.07
7826,1.07
7827,1.07
7828,1.07
7829,1.07
7830,1.07
7831,1.07
7832,1.07
7833,1.07
7834,1.07
7835,1.07
7836,1.07
7837,1.07
7838,1.07
7839,1.07
7840,1.07
7841,1.07
7842,1.07
7843,1.06
7844,1.06
7845,1.06
7846,1.06
7847,1.06
7848,1.06
7849,1.06
7850,1.06
7851,1.06
7852,1.06
7853,1.06
7854,1.06
7855,1.06
7856,1.06
7857,1.06
7858,1.06
7859,1.06
7860,1.06
7861,1.06
7862,1.06
7863,1.06
7864,1.06
7865,1.06
7866,1.06
7867,1.06
7868,1.06
7869,1.06
7870,1.06
7871,1.06
7872,1.06
7873,1.06
7874,1.06
7875,1.06
7876,1.06
7877,1.06
7878,1.06
7879,1.06
7880,1.06
7881,1.06
7882,1.06
7883,1.06
7884,1.05
7885,1.05
7886,1.05
7887,1.05
7888,1.05
7889,1.05
7890,1.05
7891,1.05
7892,1.05
7893,1.05
7894,1.05
7895,1.05
7896,1.05
7897,1.05
7898,1.05
7899,1.05
7900,1.05
7901,1.05
7902,1.05
7903,1.05
7904,1.05
7905,1.05
7906,1.05
7907,1.05
7908,1.05
7909,1.05
7910,1.05
7911,1.05
7912,1.05
7913,1.05
7914,1.05
7915,1.05
7916,1.05
7917,1.05
7918,1.05
7919,1.05
7920,1.05
7921,1.05
7922,1.05
7923,1.05
7924,1.05
7925,1.05
7926,1.05
7927,1.05
7928,1.05
7929,1.05
7930,1.05
7931,1.05
7932,1.05
7933,1.05
7934,1.05
7935,1.05
7936,1.05
7937,1.04
7938,1.04
7939,1.04
7940,1.04
7941,1.04
7942,1.04
7943,1.04
7944,1.04
7945,1.04
7946,1.04
7947,1.04
7948,1.04
7949,1.04
7950,1.04
7951,1.04
7952,1.04
7953,1.04
7954,1.04
7955,1.04
7956,1.04
7957,1.04
7958,1.04
7959,1.04
7960,1.04
7961,1.04
7962,1.04
7963,1.04
7964,1.04
7965,1.04
7966,1.04
7967,1.04
7968,1.04
7969,1.04
7970,1.04
7971,1.04
7972,1.04
7973,1.04
7974,1.04
7975,1.04
7976,1.04
7977,1.04
7978,1.04
7979,1.04
7980,1.04
7981,1.04
7982,1.04
7983,1.04
7984,1.04
7985,1.04
7986,1.04
7987,1.04
7988,1.04
7989,1.04
7990,1.03
7991,1.03
7992,1.03
7993,1.03
7994,1.03
7995,1.03
7996,1.03
7997,1.03
7998,1.03
7999,1.03
8000,1.03
8001,1.03
8002,1.03
8003,1.03
8004,1.03
8005,1.03
8006,1.03
8007,1.03
8008,1.03
8009,1.03
8010,1.03
8011,1.03
8012,1.03
8013,1.03
8014,1.03
8015,1.03
8016,1.03
8017,1.03
8018,1.03
8019,1.03
8020,1.03
8021,1.03
8022,1.03
8023,1.03
8024,1.03
8025,1.03
8026,1.03
8027,1.03
8028,1.03
8029,1.03
8030,1.03
8031,1.03
8032,1.03
8033,1.03
8034,1.03
8035,1.03
8036,1.03
8037,1.03
8038,1.03
8039,1.03
8040,1.03
8041,1.02
8042,1.02
8043,1.02
8044,1.02
8045,1.02
8046,1.02
8047,1.02
8048,1.02
8049,1.02
8050,1.02
8051,1.02
8052,1.02
8053,1.02
8054,1.02
8055,1.02
8056,1.02
8057,1.02
8058,1.02
8059,1.02
8060,1.02
8061,1.02
8062,1.02
8063,1.02
8064,1.02
8065,1.02
8066,1.02
8067,1.02
8068,1.02
8069,1.02
8070,1.02
8071,1.02
8072,1.02
8073,1.02
8074,1.02
8075,1.02
8076,1.02
8077,1.02
8078,1.02
8079,1.02
8080,1.02
8081,1.02
8082,1.02
8083,1.02
8084,1.02
8085,1.02
8086,1.02
8087,1.02
8088,1.02
8089,1.02
8090,1.02
8091,1.01
8092,1.01
8093,1.01
8094,1.01
8095,1.01
8096,1.01
8097,1.01
8098,1.01
8099,1.01
8100,1.01
8101,1.01
8102,1.01
8103,1.01
8104,1.01
8105,1.01
8106,1.01
8107,1.01
8108,1.01
8109,1.01
8110,1.01
8111,1.01
8112,1.01
8113,1.01
8114,1.01
8115,1.01
8116,1.01
8117,1.01
8118,1.01
8119,1.01
8120,1.01
8121,1.01
8122,1.01
8123,1.01
8124,1.01
8125,1.01
8126,1.01
8127,1.01
8128,1.01
8129,1.01
8130,1.01
8131,1.01
8132,1.01
8133,1.01
8134,1.01
8135,1.01
8136,1.01
8137,1.01
8138,1.01
8139,1.01
8140,1.01
8141,1.01
8142,1.01
8143,1.01
